BillNo,Billdate,NetAmount,Description,ConsigneeName,Transporter,Godown,TotReels,TotWeight,GAmount,VehicleNo,Distributor
KPM/2022-23/1925,29/08/2022,81470,Local,YASH PACKAGING,PARTY TRANSPORT,PM3 GODOWN,4,2047,72668.5,MH16CC5911,RUDRANI ENTERPRISES
KPM/2022-23/1926,29/08/2022,349092,Local,PAACK IN INDIA - SE,SHREE GURUKRUPA TRANSPORT-,PM3 GODOWN,10,9226,311377.5,MH20CT6411,SHRINIWAS ENTERPRISES
KPM/2022-23/1927,29/08/2022,73632,Local,PAACK IN INDIA - SE,SHREE GURUKRUPA TRANSPORT-,PM2 GODOWN,3,1946,65677.5,MH20CT6411,SHRINIWAS ENTERPRISES
KPM/2022-23/1928,29/08/2022,860737,Local,DHANLAKSHMI PACKAGING INDUSTRIES PRIVATE LIMITED,CENTRAL INDIA TRANSPORT AGENCY,PM2 GODOWN,14,21454,766980.5,MH25AJ9411,KEDAR PAPER CONVERSION
KPM/2022-23/1930,30/08/2022,356527,Local,KHETAN PACKFINE ( P ) LTD - BJ,PARTY TRANSPORT,PM3 GODOWN,10,9086,318010,MH46BF8386,B.J. BHANDARI PAPERS PVT. LTD. - R
KPM/2022-23/1931,30/08/2022,234012,Local,ALIGN COMPONENTS PVT. LTD. (BUII),PARTY TRANSPORT,PM3 GODOWN,5,6237,208939.5,MH20EL7325,ALIGN COMPONENTS PVT. LTD. (BUII)
KPM/2022-23/1932,31/08/2022,960797,Local,DHANLAKSHMI PACKAGING INDUSTRIES PRIVATE LIMITED,CENTRAL INDIA TRANSPORT AGENCY,PM2 GODOWN,16,23948,856141,KA32D2498,KEDAR PAPER CONVERSION
KPM/2022-23/1933,31/08/2022,833536,Local,DHANLAKSHMI PACKAGING INDUSTRIES PRIVATE LIMITED,CENTRAL INDIA TRANSPORT AGENCY,PM2 GODOWN,14,20776,742742,KA32D1776,KEDAR PAPER CONVERSION
KPM/2022-23/1934,31/08/2022,228451,Local,KHETAN PACKFINE ( P ) LTD - BJ,PARTY TRANSPORT,PM3 GODOWN,7,5822,203770,MH46BF0145,B.J. BHANDARI PAPERS PVT. LTD. - R
KPM/2022-23/1936,31/08/2022,153728,Local,BIYANI PACKAGING PRIVATE LIMITED,SHIVAM TRANSPORT SERVICES,PM3 GODOWN,7,4151,136983,MH16CC6326,BIYANI PACKAGING PRIVATE LIMITED
KPM/2022-23/1937,31/08/2022,379194,Local,CRAFTED SOLUTIONS,SHREE GURUKRUPA TRANSPORT-,PM2 GODOWN,8,10027,338566.5,MH20DT0407,CRAFTED SOLUTIONS
KPM/2022-23/1938,31/08/2022,317769,Local,BIYANI PACKAGING PRIVATE LIMITED,SHIVAM PARIVAHAN,PM2 GODOWN,15,8463,283156.5,MH16CC6326,BIYANI PACKAGING PRIVATE LIMITED
KPM/2022-23/1939,01/09/2022,307724,Local,ALIGN COMPONENTS PVT. LTD. (BUII),SELF TRANSPORTER,PM3 GODOWN,9,8081,270713.5,MH43E7187,ALIGN COMPONENTS PVT. LTD. (BUII)
KPM/2022-23/1940,01/09/2022,374304,Local,ALIGN COMPONENTS PVT. LTD. (BUII),SELF TRANSPORTER,PM2 GODOWN,14,9758,329321,MH43E7187,ALIGN COMPONENTS PVT. LTD. (BUII)
KPM/2022-23/1941,01/09/2022,127193,Local,CRAFTED SOLUTIONS,SHREE GURUKRUPA TRANSPORT-,PM3 GODOWN,3,3390,113565,MH20DT0407,CRAFTED SOLUTIONS
KPM/2022-23/1942,01/09/2022,86921,Local,INDUSTRIAL PACKAGING PRODUCTS -S,SHREE GURUKRUPA TRANSPORT-,PM3 GODOWN,3,2304,77760,MH20AT9122,SHRINIWAS ENTERPRISES
KPM/2022-23/1943,01/09/2022,235229,Local,INDUSTRIAL PACKAGING PRODUCTS -S,SHREE GURUKRUPA TRANSPORT-,PM2 GODOWN,9,6223,210026.25,MH20AT9122,SHRINIWAS ENTERPRISES
KPM/2022-23/1944,01/09/2022,24074,Local,AVADHOOT PAPER PRODUCTS PVT LTD (KA),SHREE GURUKRUPA TRANSPORT-,PM2 GODOWN,1,641,21473.5,MH04GF3300,KRISHNA AGENCIES
KPM/2022-23/1945,01/09/2022,483929,Local,AVADHOOT PAPER PRODUCTS PVT LTD (KA),SHREE GURUKRUPA TRANSPORT-,PM3 GODOWN,14,12885,431647.5,MH04GF3300,KRISHNA AGENCIES
KPM/2022-23/1946,01/09/2022,306049,Local,GOPALA KRAFT PACK PVT LTD. - CTC,PARTY TRANSPORT,PM2 GODOWN,12,8037,273258,MH04HD4159,CONTINENTAL TRADE CORPORATION
KPM/2022-23/1947,01/09/2022,415907,Local,K B Industries - SP,SHREE GURUKRUPA TRANSPORT-,PM2 GODOWN,21,10450,370975,MH20DE1939,S PAPERS
KPM/2022-23/1948,01/09/2022,411893,Local,AVADHOOT PAPER PRODUCTS PVT LTD (KA),SHREE GURUKRUPA TRANSPORT-,PM3 GODOWN,10,10967,367394.5,MH20CT6411,KRISHNA AGENCIES
KPM/2022-23/1949,01/09/2022,129700,Local,SADGURU KRUPA PACKAGING,SABOO TRANSPORT SERVICE,PM2 GODOWN,8,3085,115687.5,MH20GC0130,S PAPERS
KPM/2022-23/1950,01/09/2022,298598,Local,K K Packaging - ABAD,PARTY TRANSPORT,PM2 GODOWN,10,7510,266605,MH20EL4112,K K PACKAGING
KPM/2022-23/1951,01/09/2022,188795,Local,YOJ PACK KRAFT - SP,SABOO TRANSPORT SERVICE,PM3 GODOWN,4,4374,168399,MH20GL0130,S PAPERS
KPM/2022-23/1952,01/09/2022,306574,Local,MAULIKRUPA PACKAGING-SP,SABOO TRANSPORT SERVICE,PM2 GODOWN,15,7445,273453.25,MH12TV8099,S PAPERS
KPM/2022-23/1953,02/09/2022,660193,Local,ALIGN COMPONENTS PVT. LTD. (BUII),SELF TRANSPORTER,PM3 GODOWN,18,16550,581183,MH43E7187,ALIGN COMPONENTS PVT. LTD. (BUII)
KPM/2022-23/1954,02/09/2022,370881,Local,URJA PACKAGING P. LTD.,SABOO TRANSPORT SERVICE,PM2 GODOWN,19,7434,330813,MH14CP6354,B.J. BHANDARI PAPERS PVT. LTD. - R
KPM/2022-23/1955,02/09/2022,369146,Local,S A COROPACK-SP,SABOO TRANSPORT SERVICE,PM2 GODOWN,16,7317,329265,MH12TV9502,S PAPERS
KPM/2022-23/1956,02/09/2022,206366,Local,ALIGN COMPONENTS PVT. LTD. (BUII),PARTY TRANSPORT,PM2 GODOWN,7,5280,184255,MH20EL7326,ALIGN COMPONENTS PVT. LTD. (BUII)
KPM/2022-23/1957,02/09/2022,411256,Local,S L CORBOX PVT. LTD.-ECO,SANKAT MOCHAN ROADLINES,PM2 GODOWN,20,10068,366826.25,MH20GC2014,ECO KRAFT INC.
KPM/2022-23/1959,02/09/2022,440559,Local,INDUSTRIAL PACKAGING PRODUCTS -S,SHREE GURUKRUPA TRANSPORT-,PM3 GODOWN,13,11002,392963,MH20AT9122,SHRINIWAS ENTERPRISES
KPM/2022-23/1960,02/09/2022,331150,Local,ANKIT TRADERS - PPPL,PARTY TRANSPORT,PM3 GODOWN,15,7773,295374,MH30AB2087,PRANSHU PAPER PRIVATE LTD.
KPM/2022-23/1961,02/09/2022,223110,Local,ANKIT TRADERS - PPPL,PARTY TRANSPORT,PM2 GODOWN,10,5237,199006,MH30AB2087,PRANSHU PAPER PRIVATE LTD.
KPM/2022-23/1962,02/09/2022,50752,Local,SUMAN PACKAGING,PARTY TRANSPORT,PM3 GODOWN,2,1177,45314.5,MH16CC5911,B.J. BHANDARI PAPERS PVT. LTD. - R
KPM/2022-23/1963,02/09/2022,46321,Local,SUMAN PACKAGING,PARTY TRANSPORT,PM3 GODOWN,2,1046,41317,MH16CC5911,B.J. BHANDARI PAPERS PVT. LTD. - R
KPM/2022-23/1964,02/09/2022,93546,Local,SUMAN PACKAGING,PARTY TRANSPORT,PM3 GODOWN,4,2086,83440,MH16CC5911,B.J. BHANDARI PAPERS PVT. LTD. - R
KPM/2022-23/1965,02/09/2022,385567,Local,MHETRE PACKAGING PVT. LTD.,SHREE GURUKRUPA TRANSPORT-,PM3 GODOWN,12,9292,343912,MH17AG2736,MHETRE PACKAGING PVT. LTD.
KPM/2022-23/1966,02/09/2022,82900,Local,CRAFTED SOLUTIONS,SHREE GURUKRUPA TRANSPORT-,PM3 GODOWN,2,2085,74017.5,MH20BT2012,CRAFTED SOLUTIONS
KPM/2022-23/1967,02/09/2022,594518,Local,CRAFTED SOLUTIONS,SHREE GURUKRUPA TRANSPORT-,PM2 GODOWN,22,14543,530819.5,MH20BT2012,CRAFTED SOLUTIONS
KPM/2022-23/1968,02/09/2022,225221,Local,SUMAN PACKAGING,PARTY TRANSPORT,PM3 GODOWN,12,5252,200889,MH20CT4182,B.J. BHANDARI PAPERS PVT. LTD. - R
KPM/2022-23/1969,02/09/2022,845572,Local,DHANLAKSHMI PACKAGING INDUSTRIES PRIVATE LIMITED,CENTRAL INDIA TRANSPORT AGENCY,PM2 GODOWN,14,21076,753467,MH25U9545,KEDAR PAPER CONVERSION
KPM/2022-23/1970,02/09/2022,73302,Local,SUPERKRAFT - SP,SABOO TRANSPORT SERVICE,PM3 GODOWN,4,1732,65383,MH12TV9503,S PAPERS
KPM/2022-23/1971,02/09/2022,101195,Local,GANESH ENTERPRISES-S P,SABOO TRANSPORT SERVICE,PM2 GODOWN,7,2490,90262.5,MH12TV9503,S PAPERS
KPM/2022-23/1972,02/09/2022,20397,Local,GANESH ENTERPRISES-S P,SABOO TRANSPORT SERVICE,PM3 GODOWN,1,523,18958.75,MH12TV9503,S PAPERS
KPM/2022-23/1973,02/09/2022,150109,Local,INDUSTRIAL PACKAGING PRODUCTS -S,PATEL TRANSPORT,PM3 GODOWN,4,3598,134025.5,MH20BT3581,SHRINIWAS ENTERPRISES
KPM/2022-23/1974,02/09/2022,319519,Local,INDUSTRIAL PACKAGING PRODUCTS -S,PATEL TRANSPORT,PM2 GODOWN,10,7651,284999.75,MH20BT3581,SHRINIWAS ENTERPRISES
KPM/2022-23/1975,03/09/2022,223767,Local,S PAPERS,PARTY TRANSPORT,PM2 GODOWN,19,5506,199592.5,MH25U0677,S PAPERS
KPM/2022-23/1976,03/09/2022,173267,Local,ALIGN COMPONENTS PVT. LTD. (BUII),PARTY TRANSPORT,PM2 GODOWN,7,4577,154702.5,MH20EL7326,ALIGN COMPONENTS PVT. LTD. (BUII)
KPM/2022-23/1977,03/09/2022,254189,Local,URJA PACKAGING P. LTD.,SABOO TRANSPORT SERVICE,PM2 GODOWN,14,5095,226727.5,MH16AY0973,B.J. BHANDARI PAPERS PVT. LTD. - R
KPM/2022-23/1978,03/09/2022,284404,Local,INDUSTRIAL PACKAGING PRODUCTS -S,PATEL TRANSPORT,PM2 GODOWN,11,7276,253932,MH20AT8627,SHRINIWAS ENTERPRISES
KPM/2022-23/1979,03/09/2022,347332,Local,NOVEL PACKAGING INDUSTRIES,SHREE GURUKRUPA TRANSPORT-,PM2 GODOWN,21,9112,309808,MH20AT9122,NOVEL PACKAGING INDUSTRIES
KPM/2022-23/1980,03/09/2022,38004,Local,NOVEL PACKAGING INDUSTRIES,SHREE GURUKRUPA TRANSPORT-,PM3 GODOWN,1,997,33898,MH20AT9122,NOVEL PACKAGING INDUSTRIES
KPM/2022-23/1981,03/09/2022,440554,Local,MHETRE PACKAGING PVT. LTD.,SHREE GURUKRUPA TRANSPORT-,PM3 GODOWN,12,10766,392959,MH20DT0407,MHETRE PACKAGING PVT. LTD.
KPM/2022-23/1982,03/09/2022,348179,Local,BIYANI PACKAGING PRIVATE LIMITED,SANKAT MOCHAN ROADLINES,PM2 GODOWN,16,9433,311289,MH20EG9189,BIYANI PACKAGING PRIVATE LIMITED
KPM/2022-23/1983,04/09/2022,176588,Local,SAFE PACK - ECO,SANKAT MOCHAN ROADLINES,PM2 GODOWN,10,4286,157510.5,MH48CB6212,ECO KRAFT INC.
KPM/2022-23/1984,04/09/2022,995429,Local,CRAFTED SOLUTIONS,APM TERMINALS (INDIA) PVT. LTD.,PM3 GODOWN,24,24863,876275.5,MH43BX4295,CRAFTED SOLUTIONS
KPM/2022-23/1985,04/09/2022,221319,Local,SAFE PACK - ECO,SANKAT MOCHAN ROADLINES,PM3 GODOWN,13,5340,197409,MH48CB6212,ECO KRAFT INC.
KPM/2022-23/1986,04/09/2022,1041503,Local,ALIGN COMPONENTS PVT. LTD.,APM TERMINALS (INDIA) PVT. LTD.,PM2 GODOWN,39,26306,916760,MH43BP0340,ALIGN COMPONENTS PVT. LTD.
KPM/2022-23/1987,05/09/2022,324159,Local,AVADHOOT PAPER PRODUCTS PVT LTD (KA),SHREE GURUKRUPA TRANSPORT-,PM3 GODOWN,7,8631,289138.5,MH12HD7886,KRISHNA AGENCIES
KPM/2022-23/1988,05/09/2022,97462,Local,AVADHOOT PAPER PRODUCTS PVT LTD (KA),SHREE GURUKRUPA TRANSPORT-,PM3 GODOWN,2,2595,86932.5,MH12HD7886,KRISHNA AGENCIES
KPM/2022-23/1989,05/09/2022,90458,Local,SHREE SHYAM MANUFACTURE,PARTY TRANSPORT,PM2 GODOWN,17,2934,80685,GJ16AV1212,VEDANT PACKER PVT. LTD.
KPM/2022-23/1990,05/09/2022,309603,Local,SHREE SHYAM MANUFACTURE,PARTY TRANSPORT,PM2 GODOWN,41,10042,276155,GJ16AV1212,VEDANT PACKER PVT. LTD.
KPM/2022-23/1991,05/09/2022,161677,Local,SHREE SHYAM MANUFACTURE,PARTY TRANSPORT,PM3 GODOWN,38,5244,144210,GJ16AV1212,VEDANT PACKER PVT. LTD.
KPM/2022-23/1992,06/09/2022,79389,Local,SHREE SHYAM MANUFACTURE,PARTY TRANSPORT,PM2 GODOWN,7,2575,70812.5,GJ16AV1410,VEDANT PACKER PVT. LTD.
KPM/2022-23/1993,06/09/2022,472235,Local,SHREE SHYAM MANUFACTURE,PARTY TRANSPORT,PM3 GODOWN,95,15317,421217.5,GJ16AV1410,VEDANT PACKER PVT. LTD.
KPM/2022-23/1994,06/09/2022,433162,Local,NEW PACKWELL INDUSTRIES - SP,SHREE GURUKRUPA TRANSPORT-,PM3 GODOWN,33,11039,386365,MH20DE1939,S PAPERS
KPM/2022-23/1995,06/09/2022,11284,Local,SHREE SHYAM MANUFACTURE,PARTY TRANSPORT,PM3 GODOWN,1,366,10065,GJ16AV1410,VEDANT PACKER PVT. LTD.
KPM/2022-23/1996,06/09/2022,394523,Local,TIRUPATI CORRUGATOR - D,SANKAT MOCHAN ROADLINES,PM3 GODOWN,23,10653,351549,DD01H9995,TIRUPATI CORRUGATOR - D
KPM/2022-23/1997,06/09/2022,11999,Local,TIRUPATI CORRUGATOR - D,SANKAT MOCHAN ROADLINES,PM2 GODOWN,1,324,10692,DD01H9995,TIRUPATI CORRUGATOR - D
KPM/2022-23/1998,06/09/2022,499561,Local,SABARI PACKAIDS PVT LTD,NAFISA ROADLINES,PM3 GODOWN,34,12043,445591,MH12FC6114,PRANSHU PAPER PRIVATE LTD.
KPM/2022-23/1999,06/09/2022,439434,Local,ALIGN COMPONENTS PVT. LTD. (BUII),SHREE GURUKRUPA TRANSPORT-,PM3 GODOWN,19,11712,392352,MH20AT9122,ALIGN COMPONENTS PVT. LTD. (BUII)
KPM/2022-23/2000,07/09/2022,810904,Local,AVADHOOT PAPER PRODUCTS PVT LTD (KA),APM TERMINALS (INDIA) PVT. LTD.,PM3 GODOWN,17,21591,723298.5,MH43BX4920,KRISHNA AGENCIES
KPM/2022-23/2001,07/09/2022,101883,Local,AVADHOOT PAPER PRODUCTS PVT LTD (KA),APM TERMINALS (INDIA) PVT. LTD.,PM3 GODOWN,2,2668,89378,MH43BX4920,KRISHNA AGENCIES
KPM/2022-23/2002,07/09/2022,470673,Local,CRAFTED SOLUTIONS,SHREE GURUKRUPA TRANSPORT-,PM3 GODOWN,11,12415,420243.5,MH04GF3300,CRAFTED SOLUTIONS
KPM/2022-23/2003,07/09/2022,415309,Local,INDUSTRIAL PACKAGING PRODUCTS -S,PATEL TRANSPORT,PM3 GODOWN,12,10987,370811.25,MH20BT3581,SHRINIWAS ENTERPRISES
KPM/2022-23/2004,07/09/2022,697511,Local,ALIGN COMPONENTS PVT. LTD. (BUII),SELF TRANSPORTER,PM3 GODOWN,19,18317,613619.5,MH43E7187,ALIGN COMPONENTS PVT. LTD. (BUII)
KPM/2022-23/2005,07/09/2022,893320,Local,MITTAL PACKAGING - LT,JAIN ROADWAYS,PM3 GODOWN,22,23284,796810,MH18BG2768,LAKHOTIYA TRADERS PVT. LTD.-DRS
KPM/2022-23/2006,07/09/2022,427899,Local,KIARA PACKAGING INDUSTRIES PVT. LTD.,SHREE GURUKRUPA TRANSPORT-,PM3 GODOWN,19,11074,382053,MH17AG2736,B.J. BHANDARI PAPERS PVT. LTD. - R
KPM/2022-23/2007,07/09/2022,435754,Local,ALIGN COMPONENTS PVT. LTD. (BUII),SHREE GURUKRUPA TRANSPORT-,PM3 GODOWN,15,11547,389066.5,MH20AT9122,ALIGN COMPONENTS PVT. LTD. (BUII)
KPM/2022-23/2008,07/09/2022,402203,Local,TRIMURTI PACKAGING -VP,KHANDESH GOLDEN TRANSPORT,PM3 GODOWN,24,10709,358751.5,MH18BG5677,VEDANT PACKER PVT. LTD.
KPM/2022-23/2009,08/09/2022,949439,Local,ALIGN COMPONENTS PVT. LTD.,APM TERMINALS (INDIA) PVT. LTD.,PM3 GODOWN,32,23795,835816.5,MH43BX4378,ALIGN COMPONENTS PVT. LTD.
KPM/2022-23/2010,08/09/2022,105133,Local,ALIGN COMPONENTS PVT. LTD. (BUII),APM TERMINALS (INDIA) PVT. LTD.,PM3 GODOWN,2,2537,92600.5,MH43BX4378,ALIGN COMPONENTS PVT. LTD. (BUII)
KPM/2022-23/2011,08/09/2022,281554,Local,CHINTAMANI PACKAGING,SANKAT MOCHAN ROADLINES,PM3 GODOWN,19,6964,251136,MH04KU1911,CHINTAMANI PACKAGING
KPM/2022-23/2012,08/09/2022,100711,Local,TIRUPATI CORRUGATOR - D,SANKAT MOCHAN ROADLINES,PM3 GODOWN,6,2700,89740.5,MH04KU1911,TIRUPATI CORRUGATOR - D
KPM/2022-23/2013,08/09/2022,660059,Local,ALLANASONS PRIVATE LIMITED.-se,SHREE GURUKRUPA TRANSPORT-,PM3 GODOWN,24,16485,589338.75,MH20BT2012,SHRINIWAS ENTERPRISES
KPM/2022-23/2014,08/09/2022,417149,Local,INDUSTRIAL PACKAGING PRODUCTS -S,PATEL TRANSPORT,PM3 GODOWN,13,10541,372454.25,MH20BT3581,SHRINIWAS ENTERPRISES
KPM/2022-23/2015,08/09/2022,406406,Local,ALLANASONS PRIVATE LIMITED.-se,SHREE GURUKRUPA TRANSPORT-,PM3 GODOWN,15,10150,362862.5,MH20AT9122,SHRINIWAS ENTERPRISES
KPM/2022-23/2016,08/09/2022,829359,Local,AVADHOOT PACKAGING SOLUTIONS PVT. LTD.,DATTA ROADLINES,PM3 GODOWN,21,21162,739759.5,MH40Y3142,AVADHOOT PACKAGING SOLUTIONS PVT. LTD.
KPM/2022-23/2017,08/09/2022,412039,Local,KAMAL INDUSTRIES,NAFISA ROADLINES,PM3 GODOWN,20,10209,367524,MH15HH4207,PRANSHU PAPER PRIVATE LTD.
KPM/2022-23/2018,08/09/2022,314073,Local,MAULIKRUPA PRINT PACK - SP,SABOO TRANSPORT SERVICE,PM3 GODOWN,16,7366,280142.5,MH20CT4182,S PAPERS
KPM/2022-23/2019,08/09/2022,629829,Local,ALLANASONS PRIVATE LIMITED.-se,SHREE GURUKRUPA TRANSPORT-,PM3 GODOWN,24,15730,562347.5,MH20BT2012,SHRINIWAS ENTERPRISES
KPM/2022-23/2020,08/09/2022,28148,Local,ALLANASONS PRIVATE LIMITED.-se,SHREE GURUKRUPA TRANSPORT-,PM2 GODOWN,1,703,25132.25,MH20BT2012,SHRINIWAS ENTERPRISES
KPM/2022-23/2021,09/09/2022,647608,Local,GANESH ENTERPRISES-S P,SHREE GURUKRUPA TRANSPORT-,PM3 GODOWN,37,15935,577643.75,MH20DT0407,S PAPERS
KPM/2022-23/2022,09/09/2022,299710,Local,ALIGN COMPONENTS PVT. LTD.,APM TERMINALS (INDIA) PVT. LTD.,PM2 GODOWN,10,7988,263604,MH43BX4295,ALIGN COMPONENTS PVT. LTD.
KPM/2022-23/2023,09/09/2022,394013,Local,ALIGN COMPONENTS PVT. LTD.,APM TERMINALS (INDIA) PVT. LTD.,PM2 GODOWN,13,10347,346624.5,MH43BX4295,ALIGN COMPONENTS PVT. LTD.
KPM/2022-23/2024,09/09/2022,138786,Local,ALIGN COMPONENTS PVT. LTD.,APM TERMINALS (INDIA) PVT. LTD.,PM2 GODOWN,6,3699,122067,MH43BX4295,ALIGN COMPONENTS PVT. LTD.
KPM/2022-23/2025,09/09/2022,85207,Local,ALIGN COMPONENTS PVT. LTD.,APM TERMINALS (INDIA) PVT. LTD.,PM2 GODOWN,3,2271,74943,MH43BX4295,ALIGN COMPONENTS PVT. LTD.
KPM/2022-23/2026,09/09/2022,44401,Local,ALIGN COMPONENTS PVT. LTD.,APM TERMINALS (INDIA) PVT. LTD.,PM2 GODOWN,2,1166,39061,MH43BX4295,ALIGN COMPONENTS PVT. LTD.
KPM/2022-23/2027,09/09/2022,47500,Local,ALIGN COMPONENTS PVT. LTD.,APM TERMINALS (INDIA) PVT. LTD.,PM2 GODOWN,2,1266,41778,MH43BX4295,ALIGN COMPONENTS PVT. LTD.
KPM/2022-23/2028,09/09/2022,578093,Local,S A COROPACK-SP,SHREE GURUKRUPA TRANSPORT-,PM3 GODOWN,29,13993,515638.75,MH04GF3300,S PAPERS
KPM/2022-23/2029,09/09/2022,296371,Local,K K Packaging - ABAD,PARTY TRANSPORT,PM3 GODOWN,11,7454,264617,MH20EL4112,K K PACKAGING
KPM/2022-23/2031,09/09/2022,60456,Local,Perfect Packaging Company -V,PARTY TRANSPORT,PM3 GODOWN,4,1519,53924.5,MH16CC5911,VEDANT PACKER PVT. LTD.
KPM/2022-23/2032,09/09/2022,410512,Local,SAFE PACK - ECO,SANKAT MOCHAN ROADLINES,PM3 GODOWN,21,10895,366162.75,MH48CB2006,ECO KRAFT INC.
KPM/2022-23/2033,09/09/2022,373185,Local,KIARA PACKAGING INDUSTRIES PVT. LTD.,SHREE GURUKRUPA TRANSPORT-,PM2 GODOWN,17,9658,333201,MH17AG2736,B.J. BHANDARI PAPERS PVT. LTD. - R
KPM/2022-23/2034,09/09/2022,266201,Local,Super Quality Cartons - GOGALWADI,SABOO TRANSPORT SERVICE,PM3 GODOWN,18,6461,237441.75,MH14JL3553,S PAPERS
KPM/2022-23/2035,09/09/2022,120617,Local,GOVIND PACKAGES & PRINTERS,SABOO TRANSPORT SERVICE,PM3 GODOWN,7,3096,107586,MH14GD7802,S PAPERS
KPM/2022-23/2036,09/09/2022,131077,Local,SUPERKRAFT - SP,SABOO TRANSPORT SERVICE,PM3 GODOWN,7,3211,116916.25,MH14GD7802,S PAPERS
KPM/2022-23/2037,09/09/2022,89878,Local,GOVIND PACKAGES & PRINTERS,SABOO TRANSPORT SERVICE,PM2 GODOWN,4,2307,80168.25,MH14GD7802,S PAPERS
KPM/2022-23/2038,10/09/2022,498530,Local,CRAFTED SOLUTIONS,SHREE GURUKRUPA TRANSPORT-,PM3 GODOWN,12,12966,445116,MH12HD7886,CRAFTED SOLUTIONS
KPM/2022-23/2039,10/09/2022,633504,Local,ALIGN COMPONENTS PVT. LTD. (BUII),SELF TRANSPORTER,PM3 GODOWN,19,16558,557349,MH43E7187,ALIGN COMPONENTS PVT. LTD. (BUII)
KPM/2022-23/2041,10/09/2022,466861,Local,ALIGN COMPONENTS PVT. LTD. (BUII),SHREE GURUKRUPA TRANSPORT-,PM2 GODOWN,18,12443,416840.5,MH20AT9122,ALIGN COMPONENTS PVT. LTD. (BUII)
KPM/2022-23/2042,10/09/2022,187668,Local,SR CORRUGATOR,SANKAT MOCHAN ROADLINES,PM3 GODOWN,5,4663,159707.75,DD01H9995,SHRINIWAS ENTERPRISES
KPM/2022-23/2043,10/09/2022,232221,Local,SR CORRUGATOR,SANKAT MOCHAN ROADLINES,PM2 GODOWN,9,5770,197622.5,DD01H9995,SHRINIWAS ENTERPRISES
KPM/2022-23/2044,10/09/2022,388849,Local,INDUSTRIAL PACKAGING PRODUCTS -S,PATEL TRANSPORT,PM3 GODOWN,11,10287,347186.25,MH20BT3581,SHRINIWAS ENTERPRISES
KPM/2022-23/2045,10/09/2022,492084,Local,YOJ PACK KRAFT - SP,SHREE GURUKRUPA TRANSPORT-,PM2 GODOWN,18,12364,438922,MH20DE1939,S PAPERS
KPM/2022-23/2046,10/09/2022,251036,Local,MAULIKRUPA ENTERPRISES - SP,SABOO TRANSPORT SERVICE,PM3 GODOWN,15,5854,223915.5,MH04FU0691,S PAPERS
KPM/2022-23/2047,10/09/2022,148354,Local,ALIGN COMPONENTS PVT. LTD.,APM TERMINALS (INDIA) PVT. LTD.,PM3 GODOWN,4,3954,130482,MH43BX4378,ALIGN COMPONENTS PVT. LTD.
KPM/2022-23/2048,10/09/2022,162965,Local,AVADHOOT PACKAGING SOLUTIONS PVT. LTD.,DATTA ROADLINES,PM3 GODOWN,4,4183,145359.25,MH28BB2946,AVADHOOT PACKAGING SOLUTIONS PVT. LTD.
KPM/2022-23/2049,10/09/2022,639394,Local,AVADHOOT PACKAGING SOLUTIONS PVT. LTD.,DATTA ROADLINES,PM3 GODOWN,16,16412,570317,MH28BB2946,AVADHOOT PACKAGING SOLUTIONS PVT. LTD.
KPM/2022-23/2050,10/09/2022,405180,Local,ALIGN COMPONENTS PVT. LTD.,APM TERMINALS (INDIA) PVT. LTD.,PM2 GODOWN,15,10594,356471,MH43BX4378,ALIGN COMPONENTS PVT. LTD.
KPM/2022-23/2051,10/09/2022,330682,Local,ALIGN COMPONENTS PVT. LTD.,APM TERMINALS (INDIA) PVT. LTD.,PM2 GODOWN,12,8714,290895,MH43BX4378,ALIGN COMPONENTS PVT. LTD.
KPM/2022-23/2052,10/09/2022,75741,Local,ALIGN COMPONENTS PVT. LTD. (BUII),APM TERMINALS (INDIA) PVT. LTD.,PM2 GODOWN,3,1989,66631.5,MH43BX4378,ALIGN COMPONENTS PVT. LTD. (BUII)
KPM/2022-23/2053,10/09/2022,235505,Local,MAULIKRUPA PACKAGING-SP,SABOO TRANSPORT SERVICE,PM3 GODOWN,12,5757,210062.25,MH42T0808,S PAPERS
KPM/2022-23/2054,10/09/2022,114947,Local,NEW PACKWELL INDUSTRIES - SP,SABOO TRANSPORT SERVICE,PM3 GODOWN,9,2809,102528.5,MH42T0808,S PAPERS
KPM/2022-23/2055,10/09/2022,401549,Local,INDUSTRIAL PACKAGING PRODUCTS -S,PATEL TRANSPORT,PM2 GODOWN,15,10623,358526.25,MH20BT3581,SHRINIWAS ENTERPRISES
KPM/2022-23/2056,11/09/2022,289048,Local,MITTAL PACKAGING - LT,PARTY TRANSPORT,PM3 GODOWN,12,7754,257820.5,MP09GH4389,LAKHOTIYA TRADERS PVT. LTD.-DRS
KPM/2022-23/2057,11/09/2022,741941,Local,ALLANASONS PRIVATE LIMITED.-se,SHREE GURUKRUPA TRANSPORT-,PM2 GODOWN,24,18530,662447.5,MH20BT2012,SHRINIWAS ENTERPRISES
KPM/2022-23/2058,11/09/2022,477193,Local,INDUSTRIAL PACKAGING PRODUCTS -S,SHREE GURUKRUPA TRANSPORT-,PM3 GODOWN,13,11903,426065.25,MH20AT9122,SHRINIWAS ENTERPRISES
